,Wife's age,Wife's education,Husband's education,Number of children ever born,Wife's religion,Wife's now working?,Husband's occupation,Standard-of-living index,Media exposure,Contraceptive method used
629,39,4,4,5,1,1,1,4,0,2
630,45,4,4,4,1,1,1,4,0,2
631,33,4,4,3,1,1,1,4,0,2
632,39,4,4,3,0,1,1,4,0,2
633,44,4,4,3,1,0,1,4,0,2
634,34,3,3,6,1,1,3,4,0,2
635,33,3,3,5,1,1,3,4,0,2
636,34,2,2,8,1,1,2,2,0,2
637,27,3,2,5,1,1,2,4,0,2
638,47,1,1,8,1,1,3,4,1,2
639,25,2,4,3,1,1,1,4,1,2
640,24,3,4,5,1,1,1,2,1,2
641,41,4,4,4,1,0,1,4,0,2
642,29,3,3,4,1,1,3,4,0,3
643,27,2,2,5,1,1,3,1,0,3
644,40,3,4,5,1,1,1,2,0,3
645,30,2,2,6,1,1,3,1,0,3
646,24,4,4,1,1,0,1,4,0,3
647,36,4,4,2,1,0,1,4,0,3
648,17,2,2,1,1,1,3,2,0,3
649,28,1,2,4,1,1,2,3,0,3
650,27,2,4,1,1,1,1,4,0,3
651,21,3,3,1,1,1,3,3,0,3
652,30,2,2,4,1,1,2,4,0,3
653,48,4,4,16,1,1,1,4,0,3
654,29,2,4,3,1,0,3,3,0,3
655,29,4,4,2,1,1,3,4,0,3
656,20,3,4,2,1,1,1,3,0,3
657,28,4,4,1,1,1,3,2,0,3
658,32,2,3,5,1,0,2,3,0,3
659,27,3,3,1,1,0,3,3,0,3
660,25,2,3,1,1,1,3,1,0,3
661,43,4,4,3,1,1,1,4,0,3
662,35,4,4,2,1,1,2,4,0,3
663,30,4,4,1,1,1,1,4,0,3
664,29,1,4,3,1,1,4,4,1,3
665,33,3,4,8,1,1,3,4,0,3
666,37,3,4,5,1,0,2,4,0,3
667,27,2,4,3,1,1,4,4,0,3
668,33,2,4,3,1,1,2,4,0,3
669,35,2,3,6,1,0,3,3,0,3
670,20,3,3,2,1,1,2,4,0,3
671,26,2,4,3,1,1,3,4,0,3
672,24,3,3,2,1,1,3,3,0,3
673,45,1,3,3,1,1,3,2,0,3
674,34,3,4,4,1,1,1,3,0,3
675,49,4,3,13,1,1,1,4,0,3
676,33,4,4,5,1,1,1,4,0,3
677,33,3,3,8,1,1,3,4,0,3
678,24,3,4,3,1,1,1,4,0,3
679,30,2,2,4,1,1,2,1,0,3
680,27,2,4,4,1,1,2,1,0,3
681,23,4,3,1,1,1,2,2,0,3
682,35,4,4,4,1,1,1,4,0,3
683,35,4,4,1,0,1,1,4,0,3
684,40,4,4,2,0,0,1,4,0,3
685,29,3,3,1,1,1,3,3,0,3
686,33,3,3,3,1,1,3,3,0,3
687,36,4,4,6,0,1,1,2,1,3
688,36,4,4,4,0,1,1,4,0,3
689,41,4,4,1,1,1,3,3,0,3
690,38,3,4,3,1,1,3,2,0,3
691,29,2,4,3,1,1,3,3,0,3
692,19,4,4,1,1,1,1,3,0,3
693,34,2,3,2,1,1,2,3,0,3
694,26,2,4,3,1,1,3,4,0,3
695,22,4,4,1,1,1,2,3,0,3
696,42,4,4,7,1,1,2,4,0,3
697,27,3,4,2,1,1,3,2,0,3
698,27,4,4,2,1,1,1,4,0,3
699,39,4,3,1,1,0,2,2,0,3
700,21,4,4,1,1,1,3,1,0,3
701,36,2,3,7,1,1,3,3,0,3
702,29,1,2,5,1,0,1,2,0,3
703,29,2,3,4,1,1,2,1,0,3
704,22,3,2,2,1,1,2,1,0,3
705,20,2,3,1,1,1,2,1,0,3
706,33,3,4,4,1,0,2,4,0,3
707,27,3,3,3,1,1,2,3,0,3
708,25,4,4,3,1,1,1,4,0,3
709,25,4,3,2,1,1,3,3,0,3
710,32,2,3,4,1,1,3,2,0,3
711,39,3,4,2,1,1,1,3,0,3
712,31,3,3,3,1,1,2,1,1,3
713,26,4,4,4,1,1,3,4,0,3
714,30,3,3,7,1,1,3,4,0,3
715,43,3,3,5,1,0,3,3,0,3
716,34,2,4,4,1,1,3,3,0,3
717,43,4,4,3,1,1,1,4,0,3
718,32,4,4,3,0,1,1,4,0,3
719,41,4,4,5,1,1,1,4,0,3
720,32,4,4,3,0,1,1,4,0,3
721,46,4,4,4,1,1,1,4,0,3
722,40,3,4,3,1,0,1,4,0,3
723,21,4,4,1,1,1,2,3,0,3
724,32,4,4,3,1,1,1,4,0,3
725,25,4,4,1,0,1,3,3,0,3
726,24,4,4,1,1,1,1,3,0,3
727,21,2,3,1,1,0,3,2,0,3
728,22,4,4,1,1,1,3,3,0,3
729,32,4,4,4,1,1,1,3,0,3
730,30,4,4,2,1,0,2,2,0,3
731,25,1,2,2,1,1,2,1,0,3
732,31,3,3,6,0,1,3,1,0,3
733,19,2,4,1,1,1,2,3,0,3
734,33,2,2,7,1,0,2,3,0,3
735,24,2,2,2,1,1,3,4,0,3
736,19,3,3,3,1,1,2,3,0,3
737,27,2,2,5,1,1,3,3,0,3
738,32,4,4,2,0,0,1,4,0,3
739,32,4,4,2,1,0,1,3,0,3
740,29,1,3,5,1,1,3,3,0,3
741,23,3,4,1,1,1,2,3,0,3
742,34,2,4,7,1,1,2,3,0,3
743,27,2,4,1,1,1,3,3,0,3
744,37,4,4,4,1,1,3,2,0,3
745,26,3,4,4,1,1,2,3,0,3
746,31,2,3,7,1,1,3,3,0,3
747,44,4,4,11,1,1,1,4,0,3
748,35,3,4,4,1,1,1,4,0,3
749,23,4,4,2,1,1,3,4,0,3
750,24,2,4,2,1,1,1,4,0,3
751,24,4,4,2,1,1,1,4,0,3
752,39,4,4,3,1,1,2,4,0,3
753,33,3,4,4,1,1,3,3,0,3
754,24,2,3,2,1,1,2,1,0,3
755,35,4,4,4,1,1,1,4,0,3
756,35,4,4,6,1,1,1,4,0,3
757,34,4,4,2,1,1,3,3,0,3
758,48,3,4,3,1,1,2,3,0,3
759,28,4,4,1,1,1,1,3,0,3
760,26,4,4,1,1,1,3,3,0,3
761,43,3,3,8,1,1,1,3,0,3
762,28,2,2,5,1,0,2,4,0,3
763,22,3,4,3,1,1,2,3,0,3
764,26,3,3,3,1,1,3,3,0,3
765,30,3,4,4,1,1,3,3,0,3
766,38,4,4,5,1,1,2,3,0,3
767,44,4,4,8,1,1,2,4,0,3
768,25,4,4,1,0,1,1,4,0,3
769,34,4,4,3,1,1,1,4,0,3
770,26,4,4,3,1,1,3,4,0,3
771,20,4,4,2,1,1,1,3,0,3
772,39,4,4,2,0,1,1,3,0,3
773,27,3,4,4,1,1,3,3,0,3
774,32,4,4,2,1,0,3,4,0,3
775,48,3,4,8,1,0,1,4,0,3
776,39,4,3,4,1,1,3,4,0,3
777,37,4,4,3,1,0,1,4,0,3
778,33,4,4,2,0,0,1,3,0,3
779,32,4,4,3,1,0,1,4,0,3
780,25,4,4,2,1,1,1,3,0,3
781,37,4,4,3,1,1,2,4,0,3
782,40,4,4,4,1,1,1,4,0,3
783,38,4,4,6,1,1,2,4,0,3
784,36,4,4,4,1,1,1,4,0,3
785,27,3,3,3,1,1,2,2,0,3
786,22,1,3,2,1,1,3,1,0,3
787,22,2,2,2,1,1,2,3,0,3
788,30,3,4,3,1,1,2,3,0,3
789,20,2,2,2,1,1,3,2,1,3
790,34,4,4,2,1,1,1,4,0,3
791,31,3,4,5,1,1,3,1,0,3
792,30,3,3,3,1,0,3,2,0,3
793,44,3,4,5,1,0,1,4,0,3
794,24,3,3,3,1,0,2,1,0,3
795,19,4,4,2,1,1,1,4,0,3
796,28,4,4,5,1,1,2,4,0,3
797,27,4,4,1,0,0,1,3,0,3
798,29,3,3,3,1,1,2,1,0,3
799,37,4,4,3,1,1,2,4,0,3
800,32,2,2,8,1,1,2,1,0,3
801,21,2,2,1,1,1,4,3,0,3
802,33,2,3,7,1,0,3,1,0,3
803,23,2,3,2,1,1,3,1,0,3
804,36,2,2,5,1,1,3,4,0,3
805,33,2,4,3,1,1,3,4,0,3
806,35,4,4,2,1,0,1,4,0,3
807,25,2,3,4,1,1,3,3,0,3
808,29,2,4,4,1,0,2,4,0,3
809,23,3,3,1,1,1,2,2,0,3
810,19,3,3,1,1,1,2,1,0,3
811,35,1,2,6,1,1,2,2,1,3
812,25,3,3,3,1,1,3,2,0,3
813,40,3,4,6,1,1,1,3,0,3
814,17,3,4,1,1,1,2,1,0,3
815,25,2,4,3,1,1,3,3,0,3
816,24,3,3,1,1,1,3,2,0,3
817,23,4,4,1,1,1,3,3,0,3
818,25,2,4,3,1,1,3,2,0,3
819,30,1,3,4,1,1,3,4,0,3
820,31,1,1,3,1,1,4,2,1,3
821,26,3,4,2,1,1,3,3,0,3
822,28,3,4,2,1,1,2,3,0,3
823,30,3,3,3,1,1,3,1,0,3
824,29,3,4,5,1,1,1,2,0,3
825,24,1,3,4,1,1,3,3,0,3
826,26,3,4,2,1,1,1,3,0,3
827,25,3,3,3,1,1,3,3,0,3
828,35,4,4,3,1,1,1,4,0,3
829,22,4,4,1,1,0,2,4,0,3
830,19,4,4,1,1,1,2,4,0,3
831,29,2,3,5,1,1,2,4,0,3
832,21,3,4,2,1,1,3,3,0,3
833,21,3,3,1,1,1,3,3,0,3
834,41,1,4,9,1,1,2,1,0,3
835,37,2,4,3,1,1,2,3,0,3
836,27,4,4,3,1,1,3,4,1,3
837,26,2,3,2,1,1,2,3,0,3
838,37,4,4,6,1,0,3,4,0,3
839,25,3,3,3,1,1,2,1,0,3
840,32,4,3,3,1,1,2,4,0,3
841,34,1,4,4,1,1,3,4,1,3
842,23,4,4,2,1,0,2,4,0,3
843,28,3,4,2,1,1,3,4,0,3
844,24,3,4,1,1,1,3,4,0,3
845,32,2,3,4,1,0,2,2,0,3
846,22,1,2,3,1,1,3,1,1,3
847,25,3,3,1,1,1,2,1,0,3
848,25,2,3,2,1,1,2,4,0,3
849,38,2,3,3,1,1,2,4,0,3
850,33,2,2,2,1,1,3,4,0,3
851,41,4,4,8,1,1,1,4,0,3
852,29,3,3,4,1,1,3,4,0,3
853,22,3,4,1,1,0,1,4,0,3
854,29,3,3,6,1,1,3,3,0,3
855,26,3,4,3,1,1,3,3,0,3
856,28,2,3,3,1,1,3,4,0,3
857,27,4,4,1,0,1,3,4,0,3
858,29,2,4,2,1,1,3,2,0,3
859,24,3,4,2,1,1,3,3,0,3
860,29,3,4,3,1,1,3,2,0,3
861,38,3,4,7,1,1,3,2,0,3
862,23,3,2,2,1,0,3,2,0,3
863,20,4,3,1,1,1,3,4,0,3
864,32,1,4,4,1,1,3,2,0,3
865,25,2,3,2,1,1,3,1,0,3
866,26,1,2,3,1,0,3,2,0,3
867,23,1,2,3,1,1,3,2,1,3
868,23,4,4,3,1,1,3,3,0,3
869,28,3,4,5,1,1,2,4,0,3
870,22,4,4,3,1,1,3,2,0,3
871,28,2,4,4,1,1,3,4,0,3
872,26,3,3,3,1,1,3,3,0,3
873,26,2,3,2,1,1,3,3,0,3
874,24,4,3,3,1,1,3,3,0,3
875,29,4,4,3,1,0,1,4,0,3
876,29,3,4,4,1,0,1,3,0,3
877,42,4,4,5,1,1,1,4,0,3
878,27,4,4,2,1,1,3,4,0,3
879,35,3,4,5,1,1,1,4,0,3
880,21,3,4,1,1,1,3,2,0,3
881,21,1,3,1,1,1,3,3,1,3
882,22,3,4,1,1,1,3,3,0,3
883,28,3,3,4,1,1,3,3,0,3
884,22,3,4,1,0,0,1,4,0,3
885,23,3,2,1,1,1,3,3,0,3
886,28,3,3,2,0,1,2,3,0,3
887,30,4,4,3,0,0,2,4,0,3
888,25,3,4,3,1,0,3,4,0,3
889,33,4,4,4,1,1,2,3,0,3
890,33,3,4,6,1,1,3,2,0,3
891,30,4,4,2,0,0,3,3,0,3
892,22,2,4,1,1,1,3,3,0,3
893,38,3,3,2,0,1,3,4,0,3
894,35,4,3,2,0,1,3,4,0,3
895,34,2,2,4,0,1,3,2,0,3
896,39,4,4,2,0,1,3,4,0,3
897,47,4,3,4,1,1,1,3,0,3
898,38,4,4,2,1,0,1,4,0,3
899,43,4,4,5,1,1,1,4,0,3
900,21,3,3,1,1,1,2,2,0,3
901,30,3,4,2,1,1,1,2,0,3
902,27,3,4,2,1,1,1,3,0,3
903,22,4,4,1,0,1,3,1,0,3
904,25,1,2,3,1,1,2,3,0,3
905,22,1,3,2,1,1,3,2,0,3
906,28,4,4,4,1,1,2,3,0,3
907,25,3,3,2,1,1,2,3,0,3
908,26,4,4,2,1,0,3,3,0,3
909,31,3,3,3,1,1,3,1,1,3
910,32,1,3,4,1,1,3,3,0,3
911,35,2,4,6,1,1,3,4,0,3
912,24,2,3,5,1,1,3,3,0,3
913,28,4,4,2,1,1,1,4,0,3
914,36,4,4,3,0,0,2,4,0,3
915,47,4,4,5,1,1,1,3,0,3
916,26,4,4,2,1,0,1,4,0,3
917,22,3,4,2,0,1,3,4,0,3
918,30,4,4,2,1,1,4,3,0,3
919,41,4,4,5,1,1,1,4,0,3
920,19,4,4,1,1,1,3,2,0,3
921,45,3,4,2,0,1,3,3,0,3
922,35,1,2,5,1,1,2,2,1,3
923,21,2,2,1,1,1,3,2,0,3
924,32,1,2,6,0,1,2,3,0,3
925,32,3,4,5,0,1,3,4,0,3
926,46,2,3,6,0,0,3,4,0,3
927,41,1,2,6,1,1,3,3,0,3
928,36,4,4,3,0,1,3,4,0,3
929,37,3,4,3,0,1,3,4,0,3
930,37,3,4,4,0,1,2,4,0,3
931,35,4,4,3,0,1,3,4,0,3
932,29,2,3,4,1,1,3,2,0,3
933,28,4,4,2,0,1,2,4,0,3
934,46,4,4,4,0,1,1,4,0,3
935,34,4,3,3,0,1,2,4,0,3
936,43,3,3,2,0,0,3,4,0,3
937,28,4,4,3,0,0,3,4,0,3
938,28,3,3,3,1,0,2,4,0,3
939,34,4,4,6,1,1,2,2,0,3
940,27,2,4,4,1,1,3,4,0,3
941,36,1,3,6,1,1,3,2,0,3
942,17,2,2,0,1,0,3,2,0,3
943,21,3,3,1,1,1,3,2,0,3
944,25,2,2,1,1,1,3,1,0,3
945,23,2,3,2,1,0,3,2,0,3
946,25,2,2,1,1,1,3,3,0,3
947,35,1,2,4,1,0,4,4,0,3
948,32,3,4,4,1,1,3,2,0,3
949,37,2,3,5,1,1,4,2,0,3
950,31,3,4,4,1,0,3,3,0,3
951,25,3,4,3,1,1,3,4,0,3
952,26,3,4,4,1,1,2,4,0,3
953,39,1,2,2,1,0,2,4,0,3
954,21,3,3,2,1,1,2,3,0,3
955,35,3,2,9,1,0,3,4,0,3
956,20,2,2,1,1,1,3,2,0,3
957,40,2,3,5,1,1,3,3,0,3
958,41,3,3,7,0,1,2,4,0,3
959,36,2,4,8,1,1,1,4,0,3
960,40,2,4,3,0,1,3,4,0,3
961,32,4,4,3,1,0,1,4,0,3
962,24,3,4,4,1,1,2,3,0,3
963,20,3,4,1,0,1,2,4,0,3
964,32,4,4,4,1,0,1,4,0,3
965,22,2,2,3,1,0,3,3,0,3
966,30,3,3,4,1,0,2,2,0,3
967,31,4,4,3,1,0,1,4,0,3
968,35,3,4,5,1,1,1,4,0,3
969,38,4,4,2,1,1,3,4,0,3
970,31,4,4,1,1,1,1,4,0,3
971,25,4,4,2,1,1,2,4,0,3
972,30,4,4,2,1,1,1,4,0,3
973,22,1,2,2,1,1,3,4,0,3
974,31,4,4,3,1,1,1,4,0,3
975,29,4,4,3,1,1,3,4,0,3
976,29,2,3,3,1,0,3,2,0,3
977,38,4,4,3,0,0,3,3,1,3
978,22,3,4,2,1,1,2,4,0,3
979,45,4,4,3,1,1,1,4,0,3
980,26,3,4,3,1,1,3,2,0,3
981,37,4,4,3,0,1,3,4,0,3
982,36,4,4,3,0,1,2,4,0,3
983,33,4,4,2,1,1,2,4,0,3
984,32,4,4,3,1,0,1,4,0,3
985,35,4,4,4,0,0,1,4,0,3
986,25,4,4,1,1,1,1,4,0,3
987,31,4,4,3,1,1,4,4,0,3
988,25,2,3,5,1,1,2,3,0,3
989,26,3,2,5,1,1,2,2,0,3
990,23,2,3,3,1,1,2,3,0,3
991,28,3,4,3,1,1,1,4,0,3
992,34,3,4,3,0,0,3,4,0,3
993,46,3,4,9,1,1,3,4,0,3
994,25,4,4,1,1,1,1,4,0,3
995,21,2,1,3,1,0,3,1,1,3
996,25,2,3,4,1,0,3,2,0,3
997,28,2,3,6,1,1,2,4,0,3
998,36,2,4,11,1,1,1,4,1,3
999,46,1,2,9,1,0,3,4,1,3
1000,35,2,2,6,1,0,3,1,1,1
1001,41,3,2,11,1,1,2,3,0,1
1002,27,2,4,1,1,0,1,1,0,1
1003,25,4,4,0,1,0,3,4,0,1
1004,23,2,2,2,1,1,3,3,0,1
1005,48,1,1,1,1,0,3,3,1,1
1006,23,4,4,0,1,0,1,4,0,1
1007,31,3,4,2,1,1,3,3,0,1
1008,49,4,4,1,1,1,3,4,0,1
1009,42,2,3,2,1,1,1,4,0,1
1010,26,2,4,3,1,1,3,4,0,1
1011,21,2,2,1,1,1,3,2,0,1
1012,29,3,4,4,1,1,1,4,0,1
1013,38,1,2,12,1,1,2,3,0,1
1014,25,4,4,2,1,1,3,2,0,1
1015,22,4,4,0,1,1,3,2,0,1
1016,20,3,4,0,1,1,3,3,0,1
1017,35,4,4,1,1,1,1,3,0,1
1018,32,2,3,1,1,1,3,3,0,1
1019,38,2,4,3,1,1,1,3,0,1
1020,27,1,2,4,1,1,1,4,1,1
1021,41,2,4,1,1,1,2,3,0,1
1022,28,3,4,0,1,0,1,3,0,1
1023,23,4,4,1,1,0,3,3,0,1
1024,27,4,4,1,0,0,2,4,0,1
1025,33,4,4,2,0,1,1,4,0,1
1026,39,2,2,5,1,0,3,2,1,1
1027,41,2,2,5,0,1,2,2,0,1
1028,40,2,2,8,1,1,1,3,0,1
1029,43,3,4,10,1,1,3,3,0,1
1030,35,3,4,6,1,0,2,2,0,1
1031,32,3,4,0,1,1,3,4,0,1
1032,49,2,3,4,1,1,2,3,0,1
1033,47,2,2,4,1,1,3,1,0,1
1034,42,4,4,1,1,1,2,4,0,1
1035,48,4,4,4,0,1,1,4,0,1
1036,42,4,4,3,1,1,1,4,0,1
1037,37,4,4,2,1,1,1,4,0,1
1038,23,3,3,1,1,0,2,4,0,1
1039,24,3,4,0,1,0,2,3,0,1
1040,43,2,3,3,0,1,2,3,0,1
1041,24,3,3,2,1,0,3,2,0,1
1042,29,2,4,0,1,0,3,4,0,1
1043,45,1,1,0,0,0,2,1,0,1
1044,31,4,4,3,1,0,2,3,0,1
1045,44,1,4,9,1,1,1,2,0,1
1046,28,2,3,1,1,1,3,1,0,1
1047,28,3,4,1,0,1,2,2,0,1
1048,33,1,2,0,1,0,3,3,0,1
1049,43,4,4,6,1,1,1,3,0,1
1050,34,3,4,4,1,1,1,3,0,1
1051,36,1,4,2,1,1,2,2,0,1
1052,22,4,4,0,1,0,2,4,0,1
1053,35,2,3,8,1,1,3,3,1,1
1054,25,4,4,1,1,1,1,4,0,1
1055,43,1,2,8,1,1,2,2,1,1
1056,46,1,4,8,1,1,1,4,1,1
1057,27,3,4,2,1,1,1,3,0,1
1058,30,1,1,7,1,1,2,3,0,1
1059,25,4,4,1,1,1,3,4,0,1
1060,42,4,4,1,1,0,1,4,0,1
1061,30,1,3,1,1,1,3,4,0,1
1062,27,3,3,4,1,1,2,4,0,1
1063,45,2,3,11,1,1,2,3,0,1
1064,29,3,4,2,1,1,1,3,0,1
1065,36,1,4,1,1,1,3,3,0,1
1066,49,1,2,8,1,1,3,1,1,1
1067,47,1,4,7,1,1,2,3,0,1
1068,30,4,4,4,1,1,2,4,0,1
1069,24,2,3,2,1,1,3,1,0,1
1070,48,1,1,6,1,1,2,3,1,1
1071,47,1,2,2,1,1,2,3,1,1
1072,24,3,4,1,1,0,3,3,0,1
1073,48,3,4,5,1,1,2,3,0,1
1074,38,1,2,8,1,1,3,3,1,1
1075,45,3,4,0,1,1,1,3,0,1
1076,43,4,4,3,0,1,2,4,0,1
1077,33,1,1,5,1,1,3,1,1,1
1078,37,3,4,7,1,1,3,4,0,1
1079,36,2,1,6,1,1,2,3,0,1
1080,25,3,4,3,1,1,1,1,0,1
1081,49,4,4,6,0,0,1,4,0,1
1082,30,4,4,1,1,0,1,4,0,1
1083,35,4,4,5,1,1,1,4,0,1
1084,28,2,4,0,1,1,3,1,0,1
1085,30,4,2,0,1,0,3,3,0,1
1086,27,4,4,2,1,0,1,4,0,1
1087,45,2,4,8,1,1,2,3,0,1
1088,46,3,1,5,1,1,3,2,0,1
1089,28,1,4,0,1,0,4,1,0,1
1090,21,2,4,0,1,1,2,2,0,1
1091,20,3,4,2,1,1,3,3,0,1
1092,28,3,3,5,1,1,3,3,0,1
1093,25,3,3,1,1,1,2,2,0,1
1094,38,1,2,6,1,1,2,1,1,1
1095,20,3,4,1,1,1,3,2,0,1
1096,24,3,4,2,1,1,2,4,0,1
1097,39,3,1,1,1,1,2,3,0,1
1098,25,1,3,1,1,1,4,2,0,1
1099,23,3,4,4,1,1,3,1,1,1
1100,24,4,4,1,1,0,1,3,0,1
1101,26,4,4,3,1,1,1,4,0,1
1102,20,3,4,2,1,1,3,2,0,1
1103,31,3,3,1,1,0,3,4,0,1
1104,22,4,4,0,1,1,2,1,1,1
1105,36,2,3,6,1,1,2,3,0,1
1106,45,3,4,0,1,1,1,3,0,1
1107,47,2,2,7,1,1,2,2,0,1
1108,30,2,3,1,1,1,2,1,0,1
1109,35,4,4,3,1,1,1,4,0,1
1110,34,2,2,9,1,0,2,3,0,1
1111,28,4,4,1,1,0,1,3,0,1
1112,18,3,4,1,1,1,3,3,0,1
1113,25,2,3,2,1,1,3,2,0,1
1114,27,3,4,0,1,0,3,3,0,1
1115,21,4,4,1,1,1,3,4,0,1
1116,19,4,4,1,1,1,1,3,0,1
1117,26,4,4,0,1,1,3,4,0,1
1118,28,4,4,5,1,1,1,4,0,1
1119,38,1,3,4,1,0,2,2,0,1
1120,39,2,3,10,1,1,3,4,0,1
1121,45,2,3,6,1,1,3,2,1,1
1122,30,3,4,4,0,1,2,3,0,1
1123,47,2,4,2,1,1,3,2,1,1
1124,38,2,2,6,1,1,3,4,0,1
1125,42,3,3,5,1,1,2,2,0,1
1126,31,4,4,2,1,1,1,2,0,1
1127,44,1,2,2,1,1,3,1,0,1
1128,42,4,4,3,1,0,1,4,0,1
1129,28,4,4,2,1,1,1,3,0,1
1130,34,2,4,6,1,0,3,4,0,1
1131,45,1,3,7,1,0,1,3,0,1
1132,43,4,4,5,1,1,1,3,0,1
1133,28,3,4,0,1,0,3,4,0,1
1134,27,3,4,0,1,1,3,3,0,1
1135,26,2,3,1,1,0,4,4,0,1
1136,26,3,4,1,0,1,2,2,0,1
1137,37,3,4,4,1,0,2,4,0,1
1138,48,3,4,11,1,1,1,4,0,1
1139,47,2,3,12,1,1,3,1,0,1
1140,22,2,4,1,1,1,3,4,0,1
1141,48,4,4,1,0,1,1,4,0,1
1142,42,1,3,12,1,1,2,4,0,1
1143,32,4,4,3,1,1,1,4,0,1
1144,33,4,4,3,0,0,1,3,0,1
1145,45,4,4,1,1,0,1,4,0,1
1146,26,2,3,1,1,0,3,4,1,1
1147,45,4,4,1,1,1,1,4,0,1
1148,25,3,3,1,1,0,2,4,0,1
1149,36,4,3,3,1,0,3,2,0,1
1150,31,3,3,2,1,0,3,3,0,1
1151,22,3,4,2,1,1,3,3,0,1
1152,46,4,4,10,1,1,1,3,0,1
1153,26,2,3,3,1,1,3,4,0,1
1154,25,3,2,1,1,0,3,3,0,1
1155,20,4,4,0,0,0,2,4,0,1
1156,31,3,4,3,0,0,2,4,0,1
1157,36,3,3,3,0,0,2,3,1,1
1158,47,3,2,5,1,1,4,4,0,1
1159,43,3,4,2,0,1,3,4,0,1
1160,20,3,4,0,1,1,3,3,0,1
1161,24,4,4,4,1,1,1,4,0,1
1162,33,2,2,3,0,0,2,4,0,1
1163,41,3,4,3,0,1,2,4,0,1
1164,48,3,4,4,0,1,2,4,0,1
1165,32,4,4,1,0,1,1,4,0,1
1166,38,3,3,4,0,0,3,2,1,1
1167,48,3,4,8,1,1,3,3,0,1
1168,34,1,3,4,1,0,3,4,0,1
1169,31,1,1,6,1,1,3,2,0,1
1170,46,1,2,7,1,1,3,1,1,1
1171,45,2,2,7,1,1,3,1,1,1
1172,34,3,4,4,0,1,3,1,1,1
1173,16,2,4,1,1,1,3,4,0,1
1174,18,3,2,1,1,1,3,1,0,1
1175,22,2,2,1,1,1,3,1,1,1
1176,32,2,2,2,1,1,2,4,0,1
1177,41,1,3,3,1,0,2,4,0,1
1178,22,3,3,2,1,1,2,4,0,1
1179,23,3,2,0,1,1,2,2,0,1
1180,22,3,4,0,1,0,3,4,0,1
1181,40,2,2,6,1,1,2,2,1,1
1182,29,3,4,1,0,1,2,3,0,1
1183,42,4,4,0,0,0,3,4,0,1
1184,29,3,4,2,1,1,3,4,0,1
1185,31,3,2,1,1,1,3,4,0,1
1186,28,4,4,3,0,0,1,4,0,1
1187,21,2,3,0,1,1,3,4,0,1
1188,26,4,4,2,1,1,1,3,0,1
1189,37,3,4,0,1,1,3,4,0,1
1190,24,3,4,2,1,1,2,2,0,1
1191,25,4,4,0,0,1,2,4,0,1
1192,22,2,1,0,1,1,2,2,0,1
1193,45,4,4,1,1,1,1,4,0,1
1194,47,4,4,1,1,1,1,4,0,1
1195,28,4,4,5,1,0,3,4,0,1
1196,24,2,2,4,1,1,3,4,0,1
1197,34,3,3,6,1,1,2,3,0,1
1198,47,2,3,5,1,1,1,1,0,1
1199,31,3,4,2,1,1,1,4,0,1
1200,26,1,3,1,1,1,3,1,0,1
1201,25,4,4,3,1,1,1,2,0,1
1202,47,1,1,4,1,1,2,2,0,1
1203,48,1,1,8,1,1,1,1,1,1
1204,38,2,2,10,1,1,3,2,0,1
1205,32,1,3,4,1,1,2,2,1,1
1206,47,1,2,2,1,1,2,4,0,1
1207,27,4,4,3,1,1,1,4,0,1
1208,40,1,1,0,1,1,3,2,0,1
1209,46,4,4,6,1,1,1,4,0,1
1210,33,3,3,3,1,1,3,4,0,1
1211,49,1,2,5,1,0,2,2,1,1
1212,21,2,4,3,1,1,3,2,0,1
1213,31,4,4,0,0,0,2,4,0,1
1214,42,4,4,4,1,1,3,4,0,2
1215,35,4,4,3,1,1,1,4,0,2
1216,31,4,4,4,1,1,3,3,0,2
1217,42,4,4,6,1,1,1,3,0,2
1218,49,3,4,4,1,1,3,4,0,2
1219,21,4,4,1,1,1,1,3,0,2
1220,28,3,4,3,1,1,1,4,0,2
1221,22,4,4,1,1,1,1,3,0,2
1222,36,4,4,3,1,0,1,4,0,2
1223,45,2,2,9,1,1,3,3,0,2
1224,40,4,4,4,1,1,1,4,0,2
1225,30,2,2,7,1,1,3,4,0,2
1226,35,4,4,5,1,0,1,4,0,2
1227,26,2,4,2,1,1,1,4,0,2
1228,45,4,4,3,1,1,1,4,0,2
1229,27,3,3,2,1,1,3,4,0,2
1230,32,4,4,4,1,1,1,2,0,2
1231,27,4,4,3,1,1,1,3,0,2
1232,28,4,4,2,0,1,1,4,0,2
1233,30,4,4,3,1,1,2,1,0,2
1234,34,4,4,4,1,1,2,4,0,2
1235,26,3,4,3,1,1,2,3,0,2
1236,44,1,4,2,1,1,1,3,0,2
1237,29,4,4,3,1,1,1,4,0,2
1238,26,3,4,2,1,1,3,3,0,2
1239,41,4,4,8,1,1,1,4,0,2
1240,32,3,3,4,1,0,3,3,0,2
1241,23,3,1,1,1,0,3,3,0,2
1242,38,2,3,4,1,1,1,2,0,2
1243,22,4,4,1,1,0,2,2,0,2
1244,34,3,4,3,0,1,1,4,0,2
1245,38,3,4,7,0,1,2,3,0,2
1246,21,4,4,1,1,1,1,4,0,2
1247,43,1,3,4,1,1,1,4,0,2
1248,44,3,3,9,1,1,1,1,0,2
1249,24,4,4,1,1,1,2,4,0,2
